Gene_Name,TPM_uncorrected,,Global_Frequency,Present_in_Transcripts,Transcript_Length,TPM_corrected_GSB,Fixed Mean (xc),Fixed Standard Deviation (w),Report,,Gene_Name,ratio(corrected/uncorrected),TPM_uncorrected,TPM_corrected_GSB
ABR,82.91719886,,2,"ABR|ENST00000612118.4, ABR|ENST00000302538.10",13290,83.86,57.25,8.62,OK,,COX6B1P6,1.991963695,3.785209549,7.54
ABRA,0,,1,ABRA|ENST00000311955.4,2705,0,N/A,N/A,Unsuitable Fit - Unsuitable fit parameters: mean is not greater than standard deviation.,,NUS1P1,1.981083578,41.76502239,82.74
ABRACL,74.03202492,,1,ABRACL|ENST00000367660.4,1088,114.82,29.81,21.81,OK,,CH25H,1.977035901,0.111277696,0.22
ABRAXAS1,33.57142192,,4,"ABRAXAS1|ENST00000321945.12, ABRAXAS1|ENST00000475656.6, ABRAXAS1|ENST00000503217.2, ABRAXAS1|ENST00000511801.1",13640,31.79,38.37,10.9,OK,,DUX4L23,1.975428436,0.005062193,0.01
ABRAXAS1P1,0.975699562,,1,ABRAXAS1P1|ENST00000496877.1,1152,0.95,35.09,7.08,OK,,KRTAP21-4P,1.967876716,0.381121436,0.75
ABRAXAS1P2,8.562710013,,1,ABRAXAS1P2|ENST00000517431.1,1070,9.66,40.02,12.12,OK,,NPM1P13,1.967391664,0.005082872,0.01
ABRAXAS2,18.22470785,,1,ABRAXAS2|ENST00000298492.6,2906,18.75,38.32,10.26,OK,,RPL21P84,1.963921059,2.759785061,5.42
ABT1,15.73021435,,2,"ABT1|ENST00000274849.3, ABT1|ENST00000709933.1",2994,15.22,45.16,16.82,OK,,MED28P7,1.963453023,1.741829298,3.42
ABT1P1,39.99493828,,1,ABT1P1|ENST00000511060.2,2674,41.73,61.52,8.35,OK,,PRR13P2,1.960344223,0.770272885,1.51
ABTB1,15.66983634,,1,ABTB1|ENST00000483857.5,6663,15.51,60.88,6.18,OK,,EID3,1.959535845,6.996554841,13.71
ABTB2,23.64296798,,1,ABTB2|ENST00000435224.3,4926,23.73,61.36,9.59,OK,,MEMO1P3,1.958149573,0.28087742,0.55
ABTB3,0.400524914,,2,"ABTB3|ENST00000280758.10, ABTB3|ENST00000420571.6",7953,0.44,54.2,13.85,OK,,LGALS3,1.956404542,937.8121757,1834.74
ACAA1,48.61238235,,10,"ACAA1|ENST00000301810.11, ACAA1|ENST00000469559.5, ACAA1|ENST00000452171.5, ACAA1|ENST00000333167.13, ACAA1|ENST00000450296.5, ACAA1|ENST00000451419.1, ACAA1|ENST00000469600.1, ACAA1|ENST00000625927.3, ACAA1|ENST00000411549.5, ACAA1|ENST00000480865.5",7561,48.28,55.64,8.39,OK,,MT1G,1.95115371,642.5429189,1253.7
ACAA2,115.3634169,,1,ACAA2|ENST00000285093.15,4950,120.48,42.88,9.25,OK,,CCDC85A,1.949962874,0.784630323,1.53
ACAA2P1,66.78358063,,1,ACAA2P1|ENST00000419045.1,1151,77.01,44.61,7.91,OK,,HS3ST3A1,1.941405175,0.216338148,0.42
ACACA,23.52197542,,1,ACACA|ENST00000616317.5,13695,23.49,47.02,7.45,OK,,KRT8P28,1.937856808,0.0258017,0.05
ACACB,25.41054996,,1,ACACB|ENST00000338432.12,14597,25.82,54.06,8.33,OK,,MT1L,1.933386412,14.80821414,28.63
ACAD10,21.13980623,,1,ACAD10|ENST00000313698.9,9582,21.24,52.15,9.07,OK,,FOXC1,1.916396597,0.412231999,0.79
ACAD11,8.819667738,,5,"ACAD11|ENST00000264990.11, ACAD11|ENST00000496418.5, ACAD11|ENST00000481970.2, ACAD11|ENST00000469042.5, ACAD11|ENST00000485198.5",5212,8.81,41.31,9.27,OK,,FMN2P1,1.916068548,0.266170018,0.51
ACAD8,14.40969353,,1,ACAD8|ENST00000526026.5,7579,14.55,50.17,9.55,OK,,CHAC2,1.910927298,1.020446985,1.95
ACAD9,24.00576679,,4,"ACAD9|ENST00000681367.1, ACAD9|ENST00000681583.1, ACAD9|ENST00000505602.1, ACAD9|ENST00000679613.1",13023,23.23,53.24,10.67,OK,,HIGD1AP16,1.910632402,1.905128373,3.64
ACADL,4.943615599,,2,"ACADL|ENST00000482523.1, ACADL|ENST00000652584.1",5195,5.98,36.86,11.79,OK,,SMIM10,1.902593887,0.488806364,0.93
ACADM,11.78300205,,27,"ACADM|ENST00000679976.1, ACADM|ENST00000541113.6, ACADM|ENST00000679509.1, ACADM|ENST00000681913.1, ACADM|ENST00000680798.1, ACADM|ENST00000680749.1, ACADM|ENST00000680691.1, ACADM|ENST00000679530.1, ACADM|ENST00000681930.1, ACADM|ENST00000680582.1, ACADM|ENST00000679615.1, ACADM|ENST00000680517.1, ACADM|ENST00000681209.1, ACADM|ENST00000681289.1, ACADM|ENST00000680694.1, ACADM|ENST00000525881.6, ACADM|ENST00000680964.1, ACADM|ENST00000681621.1, ACADM|ENST00000681680.1, ACADM|ENST00000680805.1, ACADM|ENST00000681278.1, ACADM|ENST00000681430.1, ACADM|ENST00000680613.1, ACADM|ENST00000473018.3, ACADM|ENST00000681446.1, ACADM|ENST00000681037.1, ACADM|ENST00000681063.1",15299,12.53,35.07,11.19,OK,,TPRX1P1,1.899883276,0.063161775,0.12
ACADS,112.9816945,,1,ACADS|ENST00000539690.1,2653,116.77,61.99,8.05,OK,,SRGN,1.897392593,70.24376531,133.28
ACADSB,16.56868767,,1,ACADSB|ENST00000368869.8,6277,16.84,38.92,8.69,OK,,SREK1IP1P1,1.895061177,0.010553749,0.02
ACADVL,170.4699061,,1,ACADVL|ENST00000543245.6,6082,173.65,57,7.81,OK,,UGT2B29P,1.89385582,0.005280233,0.01
ACAN,0.289369063,,1,ACAN|ENST00000560601.4,9976,0.31,56.35,7.32,OK,,MT1B,1.890239197,0.042322686,0.08
ACAP1,4.83084149,,2,"ACAP1|ENST00000672212.1, ACAP1|ENST00000158762.8",7898,4.96,58.69,8.44,OK,,PIGFP3,1.883848131,30.05550133,56.62
ACAP2,31.95452427,,4,"ACAP2|ENST00000326793.11, ACAP2|ENST00000480906.5, ACAP2|ENST00000490224.1, ACAP2|ENST00000450200.2",11285,31.71,37.19,11.17,OK,,PPP1R2,1.880848654,23.60636509,44.4
ACAP3,11.32916887,,1,ACAP3|ENST00000492936.5,8979,11.38,64.53,7.6,OK,,KBTBD11,1.880335122,33.14834642,62.33
ACAT1,35.28873017,,1,ACAT1|ENST00000672284.1,6356,33.74,41.34,8.11,OK,,RPL21P14,1.877294984,246.5941708,462.93
ACAT2,34.07270896,,1,ACAT2|ENST00000367048.5,2614,35.88,45.65,9.96,OK,,IRS2,1.875818552,17.1711704,32.21
ACBD3,55.32440887,,1,ACBD3|ENST00000366812.6,3583,56.47,38.5,12.38,OK,,EID1,1.875122265,37.80553478,70.89
ACBD4,11.02142094,,3,"ACBD4|ENST00000619916.4, ACBD4|ENST00000431281.5, ACBD4|ENST00000587976.5",4193,10.99,60.96,8.92,OK,,IGHV3-60,1.872677576,3.209308466,6.01
ACBD5,23.90707177,,12,"ACBD5|ENST00000396271.8, ACBD5|ENST00000677141.1, ACBD5|ENST00000375897.7, ACBD5|ENST00000677667.1, ACBD5|ENST00000676997.1, ACBD5|ENST00000676511.1, ACBD5|ENST00000677440.1, ACBD5|ENST00000677200.1, ACBD5|ENST00000426079.5, ACBD5|ENST00000677902.1, ACBD5|ENST00000677311.1, ACBD5|ENST00000677248.1",12481,23.25,38.58,12.73,OK,,TEDDM3P,1.8682336,4.180419407,7.81
ACBD6,7.397958446,,5,"ACBD6|ENST00000645415.1, ACBD6|ENST00000622400.1, ACBD6|ENST00000440959.2, ACBD6|ENST00000415414.5, ACBD6|ENST00000642319.1",7553,7.38,50.81,12.31,OK,,PRDX2P3,1.86781643,5.096860616,9.52
ACBD7,9.613704086,,1,ACBD7|ENST00000356189.6,3495,9.85,40.1,12.01,OK,,DSTNP4,1.861306946,0.005372569,0.01
ACCS,11.68685385,,1,ACCS|ENST00000533208.5,6342,11.75,55.23,7.8,OK,,RPLP1P5,1.857699638,0.66749219,1.24
ACCSL,0,,1,ACCSL|ENST00000378832.1,1863,0,51.11,6.83,OK,,H3-5,1.853500323,131.5672822,243.86
ACCSLP1,0,,1,ACCSLP1|ENST00000419672.1,1154,0,48.85,4.89,OK,,KCNG3,1.846497163,4.646635897,8.58
ACD,4.691603444,,40,"ACD|ENST00000620761.6, ACD|ENST00000695658.1, ACD|ENST00000695656.1, ACD|ENST00000695733.1, ACD|ENST00000695650.1, ACD|ENST00000695700.1, ACD|ENST00000695696.1, ACD|ENST00000695641.1, ACD|ENST00000695657.1, ACD|ENST00000695648.1, ACD|ENST00000695697.1, ACD|ENST00000695732.1, ACD|ENST00000695659.1, ACD|ENST00000695709.1, ACD|ENST00000602945.6, ACD|ENST00000602622.5, ACD|ENST00000695734.1, ACD|ENST00000602780.2, ACD|ENST00000695731.1, ACD|ENST00000602519.2, ACD|ENST00000695712.1, ACD|ENST00000695699.1, ACD|ENST00000695713.1, ACD|ENST00000695695.1, ACD|ENST00000695649.1, ACD|ENST00000695662.1, ACD|ENST00000602860.6, ACD|ENST00000695711.1, ACD|ENST00000695698.1, ACD|ENST00000695735.1, ACD|ENST00000602382.6, ACD|ENST00000695660.1, ACD|ENST00000695710.1, ACD|ENST00000602320.1, ACD|ENST00000602850.6, ACD|ENST00000695661.1, ACD|ENST00000695694.1, ACD|ENST00000695702.1, ACD|ENST00000219251.13, ACD|ENST00000695701.1",4590,4.81,62.26,7.6,OK,,FGF7P3,1.83719677,0.52253521,0.96
ACE,19.45007199,,5,"ACE|ENST00000428043.5, ACE|ENST00000584529.5, ACE|ENST00000290866.10, ACE|ENST00000582678.5, ACE|ENST00000583336.5",8910,18.96,59.72,8.01,OK,,H3P4,1.830256866,177.0352599,324.02
ACE2,9.63563948,,8,"ACE2|ENST00000679278.1, ACE2|ENST00000680121.1, ACE2|ENST00000427411.2, ACE2|ENST00000252519.8, ACE2|ENST00000679212.1, ACE2|ENST00000678073.1, ACE2|ENST00000679162.1, ACE2|ENST00000678046.1",9775,9.76,40.54,8.03,OK,,SS18L1,1.827910773,12.81791231,23.43
ACE3P,0,,1,ACE3P|ENST00000423435.2,2166,0,53.44,6.05,OK,,FAM207BP,1.825992491,9.923370489,18.12
ACER1,2.009145988,,1,ACER1|ENST00000301452.5,1379,2.19,54.8,5.68,OK,,RNA5SP298,1.825085603,2.876577401,5.25
ACER2,29.41097294,,1,ACER2|ENST00000340967.3,2724,30.16,45.45,9.85,OK,,KIR2DS3,1.823534389,0.005483856,0.01
ACER2P1,13.06983599,,2,"ACER2P1|ENST00000420063.2, ACER2P1|ENST00000637141.1",774,13.03,50.67,5.61,OK,,RPL21P111,1.818281707,6.638135308,12.07
ACER3,18.51214609,,1,ACER3|ENST00000679754.1,23824,17.22,37.29,9.66,OK,,MBLAC2,1.817258576,2.905475351,5.28
ACHE,11.71417124,,4,"ACHE|ENST00000411582.4, ACHE|ENST00000419336.6, ACHE|ENST00000241069.11, ACHE|ENST00000302913.8",4525,11.69,64.53,7.57,OK,,CYCSP19,1.814182493,0.341751727,0.62
ACIN1,47.84178718,,3,"ACIN1|ENST00000397341.7, ACIN1|ENST00000357481.6, ACIN1|ENST00000557515.5",9569,49.13,52.92,8.48,OK,,CT47A11,1.814000301,3.263505523,5.92
ACKR1,11.44469887,,3,"ACKR1|ENST00000368122.4, ACKR1|ENST00000714112.1, ACKR1|ENST00000368121.6",1392,11.04,57.97,7.02,OK,,EID2,1.809040882,8.501742636,15.38
ACKR2,5.445232562,,1,ACKR2|ENST00000565749.1,5616,5.18,51.53,8.08,OK,,UGT2B15,1.7857618,0.005599851,0.01
ACKR3,23.0566975,,1,ACKR3|ENST00000447924.1,6778,23.84,57.23,10.02,OK,,RPL7AP79,1.782948805,0.005608686,0.01
ACKR4,0.101315987,,1,ACKR4|ENST00000249887.3,2620,0.12,36.02,11.27,OK,,RPL31P38,1.780445082,0.35946068,0.64
ACKR4P1,0.264390325,,1,ACKR4P1|ENST00000449542.1,1004,0.27,40.86,6.7,OK,,PSME2P2,1.77953851,23.24198086,41.36
ACLY,72.04860166,,4,"ACLY|ENST00000353196.5, ACLY|ENST00000590151.5, ACLY|ENST00000393896.6, ACLY|ENST00000537919.5",5390,71.9,53.25,8.37,OK,,ARL4AP2,1.777464969,47.38208711,84.22
ACMSD,0,,2,"ACMSD|ENST00000356140.10, ACMSD|ENST00000485893.5",2756,0,45.54,11.65,OK,,IGHV4-34,1.775115054,94.05587521,166.96
ACNATP,0,,1,ACNATP|ENST00000412284.1,1176,0,55.49,9.29,OK,,CDKN2AIPNLP2,1.769896452,3.011475612,5.33
ACO1,26.42745459,,1,ACO1|ENST00000541043.5,7600,26.97,45.28,9.46,OK,,MAF,1.769104005,12.30001172,21.76
ACO2,65.05103974,,1,ACO2|ENST00000676748.1,12839,64.89,56.34,7.22,OK,,BCRP8,1.768197202,0.559892301,0.99
ACOD1,0,,1,ACOD1|ENST00000377462.6,2098,0,47.37,7.55,OK,,CPOX,1.765209726,12.07221991,21.31
ACOT1,24.50375387,,1,ACOT1|ENST00000311148.9,1683,27.79,58.3,13.99,OK,,MTCO2P2,1.763273692,642.7873364,1133.41
ACOT11,43.66646471,,1,ACOT11|ENST00000481208.5,9815,44.42,55.76,10.24,OK,,LINC02210,1.757313879,12.58170226,22.11
ACOT12,0,,2,"ACOT12|ENST00000513751.1, ACOT12|ENST00000307624.8",2496,0,41.92,8.34,OK,,FOXD1,1.756893425,1.018843815,1.79
ACOT13,21.22501516,,1,ACOT13|ENST00000537591.5,4387,21.14,39.74,10.43,OK,,NAP1L5,1.738302677,0.379680713,0.66
ACOT2,63.51533119,,1,ACOT2|ENST00000538782.2,10849,63.04,52.36,7.63,OK,,ZNF367,1.738154906,6.334303096,11.01
ACOT4,3.971876482,,1,ACOT4|ENST00000326303.5,1416,5.95,47.65,20.2,OK,,RPL17P22,1.736587382,78.70608842,136.68
ACOT6,0,,1,ACOT6|ENST00000554229.1,1648,0,45.29,9.82,OK,,TERF1P1,1.736151684,2.758975523,4.79
ACOT7,20.23988554,,4,"ACOT7|ENST00000377860.8, ACOT7|ENST00000361521.9, ACOT7|ENST00000418124.5, ACOT7|ENST00000608083.5",3538,20.14,59.23,7.49,OK,,TRAV8-3,1.735485394,0.610780133,1.06
ACOT8,26.61910099,,4,"ACOT8|ENST00000484783.1, ACOT8|ENST00000488679.5, ACOT8|ENST00000481938.5, ACOT8|ENST00000217455.9",4666,26.49,55.52,9.29,OK,,C9orf85P2,1.734407255,3.050033367,5.29
ACOT9,12.81482782,,3,"ACOT9|ENST00000379303.10, ACOT9|ENST00000494361.5, ACOT9|ENST00000336430.11",6434,12.2,44.6,8.05,OK,,RPL37P18,1.732905988,13.61874225,23.6
ACOX1,126.591612,,3,"ACOX1|ENST00000293217.10, ACOX1|ENST00000588176.5, ACOX1|ENST00000301608.9",8658,128.79,45.23,11.34,OK,,TMEM69P1,1.730147509,0.225414306,0.39
ACOX2,11.47972901,,1,ACOX2|ENST00000481527.5,4203,11.62,53.41,7.38,OK,,C2CD4A,1.728751244,0.526391523,0.91
ACOX3,17.76102061,,2,"ACOX3|ENST00000356406.10, ACOX3|ENST00000413009.6",3880,17.03,55.44,9.08,OK,,NOS2P2,1.723901536,25.72072655,44.34
ACOXL,0.991272625,,1,ACOXL|ENST00000676595.2,6226,0.88,49.3,10.64,OK,,PRMT6,1.723888943,8.092168613,13.95
ACP1,29.54605492,,1,ACP1|ENST00000484125.1,4320,38.48,38.95,19.85,OK,,RPS4XP4,1.721467875,0.005808996,0.01
ACP2,24.26098833,,10,"ACP2|ENST00000256997.9, ACP2|ENST00000672073.1, ACP2|ENST00000672166.1, ACP2|ENST00000672636.2, ACP2|ENST00000672075.1, ACP2|ENST00000673604.1, ACP2|ENST00000673562.1, ACP2|ENST00000673184.1, ACP2|ENST00000527256.7, ACP2|ENST00000673511.1",3897,24.7,57.16,8.83,OK,,DCAF8L2,1.716947179,0.005824291,0.01
ACP3,8.633827947,,1,ACP3|ENST00000495911.5,4410,8.9,45.5,9.05,OK,,TMED10P2,1.714615472,0.139973075,0.24
ACP4,0.269451161,,1,ACP4|ENST00000270593.2,1293,0.3,66.62,6.52,OK,,OSTCP1,1.706781213,98.45432955,168.04
ACP5,18.55541509,,7,"ACP5|ENST00000695818.1, ACP5|ENST00000412435.7, ACP5|ENST00000218758.10, ACP5|ENST00000591319.2, ACP5|ENST00000695815.1, ACP5|ENST00000649386.2, ACP5|ENST00000592828.7",5066,18.49,59.47,8.33,OK,,ANP32BP1,1.706043347,43.37521677,74
ACP6,8.216453453,,9,"ACP6|ENST00000609196.5, ACP6|ENST00000620634.4, ACP6|ENST00000613673.4, ACP6|ENST00000611629.4, ACP6|ENST00000493129.2, ACP6|ENST00000583509.7, ACP6|ENST00000392988.6, ACP6|ENST00000614551.1, ACP6|ENST00000487562.5",12265,8.02,47.54,11.17,OK,,DAP3P1,1.705706917,15.04947875,25.67
ACP7,0.117385563,,1,ACP7|ENST00000601575.5,3180,0.12,57.81,7.68,OK,,NAF1,1.704551662,6.617575902,11.28
ACR,0.30402481,,2,"ACR|ENST00000707313.1, ACR|ENST00000533930.1",2060,0.34,55.92,8.9,OK,,RPL17P5,1.703951057,69.2390779,117.98
ACRBP,1.850478056,,1,ACRBP|ENST00000540513.1,3055,1.87,56.44,6.97,OK,,TRBV4-2,1.700974175,0.487955674,0.83
ACRP1,1.552962164,,1,ACRP1|ENST00000419351.2,649,2.35,53.77,15.05,OK,,SERBP1P5,1.700308281,57.85421448,98.37
ACRV1,0,,2,"ACRV1|ENST00000527795.1, ACRV1|ENST00000533904.6",2041,0,43.92,8.78,OK,,MAGEA10,1.697358004,9.255560681,15.71
ACSBG1,0.305337358,,4,"ACSBG1|ENST00000559713.1, ACSBG1|ENST00000557935.1, ACSBG1|ENST00000559707.5, ACSBG1|ENST00000258873.9",8354,0.34,54.8,10.52,OK,,UBE2D3P3,1.691654995,6.011864138,10.17
ACSBG2,0,,1,ACSBG2|ENST00000591738.5,3870,0,47.18,6.75,OK,,RPL18AP9,1.68970632,13.78346031,23.29
ACSF2,49.39653775,,1,ACSF2|ENST00000510410.5,6416,47.87,55.67,6.48,OK,,RPL21P11,1.688349703,527.3788947,890.4
ACSF3,13.29727897,,1,ACSF3|ENST00000537895.5,15034,13.37,59.24,9.66,OK,,TRBV14,1.68810606,1.498720999,2.53
ACSL1,18.99782914,,7,"ACSL1|ENST00000281455.7, ACSL1|ENST00000504900.5, ACSL1|ENST00000454703.6, ACSL1|ENST00000505492.2, ACSL1|ENST00000507295.5, ACSL1|ENST00000706366.1, ACSL1|ENST00000706369.1",6821,19.13,44.46,9.69,OK,,CCL13,1.687707017,9.272936503,15.65
ACSL3,21.39410393,,1,ACSL3|ENST00000392066.7,15282,21.73,34.58,10.29,OK,,PRDX4,1.686794535,40.08786999,67.62
ACSL3P1,0,,1,ACSL3P1|ENST00000474389.1,1868,0,37.65,7.98,OK,,RPS9P1,1.68601777,18.06623901,30.46
ACSL4,6.969794862,,1,ACSL4|ENST00000439581.1,10486,7.39,34.51,9.74,OK,,RPL23AP72,1.685891286,1.251563501,2.11
ACSL5,233.0551458,,1,ACSL5|ENST00000354655.9,4220,238.85,45,8.86,OK,,ABHD17AP5,1.685176006,19.52318326,32.9
ACSL6,12.93052683,,2,"ACSL6|ENST00000651883.2, ACSL6|ENST00000651356.1",17980,12.55,47.24,13.19,OK,,RPL17P34,1.683635588,131.3110756,221.08
ACSM1,1.023422822,,1,ACSM1|ENST00000520010.6,3230,1.05,50.96,6.41,OK,,OIP5,1.683016155,8.692727018,14.63
ACSM2A,0.494952263,,1,ACSM2A|ENST00000574251.5,8648,0.48,47.45,9.2,OK,,CDRT15P10,1.682637726,0.071316599,0.12
ACSM2B,0.489918037,,3,"ACSM2B|ENST00000568882.1, ACSM2B|ENST00000329697.10, ACSM2B|ENST00000569364.5",8703,0.48,47.6,9.29,OK,,UPF3AP1,1.68084309,10.01283231,16.83
ACSM3,9.657338956,,1,ACSM3|ENST00000568235.5,7640,10.2,42.15,8.35,OK,,TRAV8-6,1.680212619,0.874889275,1.47
ACSM4,0,,1,ACSM4|ENST00000399422.5,2635,0,46.28,10.21,OK,,HNRNPRP2,1.673247409,0.011952805,0.02
ACSM5,0.291581801,,2,"ACSM5|ENST00000575584.5, ACSM5|ENST00000331849.8",4054,0.31,53.5,10.05,OK,,MTRF1LP1,1.672609517,3.383933873,5.66
ACSM5P1,0.591116025,,1,ACSM5P1|ENST00000566754.1,3382,0.47,54.38,11.01,OK,,FRG2DP,1.672283046,0.203314864,0.34
ACSM6,0,,1,ACSM6|ENST00000327739.7,2901,0,47.13,8.58,OK,,PPP1R11P1,1.671258957,12.81070172,21.41
ACSS1,15.97155849,,1,ACSS1|ENST00000484396.1,13054,16.07,53.91,11.02,OK,,CYP4A11,1.670836518,0.005985026,0.01
ACSS2,146.756317,,1,ACSS2|ENST00000490046.1,5785,144.54,51.07,8.14,OK,,SETD6P1,1.670767546,1.083334426,1.81
ACSS3,2.08779287,,1,ACSS3|ENST00000616449.1,18541,2.56,36.5,13.67,OK,,GGCTP1,1.668743006,6.058452359,10.11
ACTA1,8.05721193,,2,"ACTA1|ENST00000684723.1, ACTA1|ENST00000366683.4",2422,8.58,58.76,8.9,OK,,RPS23P6,1.667773786,2.81213198,4.69
ACTA2,28.69196455,,1,ACTA2|ENST00000713597.1,6852,29.06,50.34,8.53,OK,,CCL27,1.667219906,0.017994027,0.03
ACTB,1237.541992,,11,"ACTB|ENST00000647275.1, ACTB|ENST00000484841.6, ACTB|ENST00000462494.5, ACTB|ENST00000473257.3, ACTB|ENST00000646664.1, ACTB|ENST00000432588.6, ACTB|ENST00000493945.6, ACTB|ENST00000425660.5, ACTB|ENST00000676319.1, ACTB|ENST00000676189.1, ACTB|ENST00000674681.1",5094,1226.86,57.95,9.35,OK,,GLUD1P2,1.664243683,86.71806989,144.32
ACTBL2,0,,1,ACTBL2|ENST00000423391.3,2745,0,31.36,29.56,OK,,HMGN1P1,1.663169608,11.29169263,18.78
ACTBP1,14.6080128,,1,ACTBP1|ENST00000417985.1,2475,16.36,45.14,10.84,OK,,TRIL,1.661190588,1.149777764,1.91
ACTBP11,16.73143157,,1,ACTBP11|ENST00000436287.1,1648,20.5,53.87,12.56,OK,,SNRPGP14,1.659486999,1.000309132,1.66
ACTBP12,0,,1,ACTBP12|ENST00000435871.1,369,0,55.01,5.06,OK,,FTH1P15,1.656752426,350.7524666,581.11
ACTBP14,0.047857191,,1,ACTBP14|ENST00000411655.1,1040,0.04,56.17,6.33,OK,,TRAV38-2DV8,1.655591372,0.779177774,1.29
ACTBP15,3.618401274,,1,ACTBP15|ENST00000423293.1,1011,2.49,58.5,6.09,OK,,ACYP2,1.652787084,4.97946776,8.23
ACTBP16,0,,1,ACTBP16|ENST00000420887.2,1020,0,57.06,6.5,OK,,YBX1P1,1.650125087,92.98689005,153.44
ACTBP2,216.020105,,1,ACTBP2|ENST00000515712.1,1605,240.19,55.92,8.11,OK,,CD24,1.649012123,1005.971986,1658.86
ACTBP4,5.233158507,,1,ACTBP4|ENST00000660293.1,1322,5.41,53.58,6.56,OK,,ODAD4,1.646726185,0.006072655,0.01
ACTBP6,0,,1,ACTBP6|ENST00000520036.1,1041,0,50.47,6.02,OK,,RAD1P2,1.645520746,0.042539725,0.07
ACTBP7,1.115035454,,1,ACTBP7|ENST00000418351.1,1075,1.06,56.79,5.77,OK,,SPDYE2B,1.645409986,0.978479536,1.61
ACTBP8,0,,1,ACTBP8|ENST00000403258.1,1059,0,57.77,6.08,OK,,DNAJC1,1.643187875,25.78524382,42.37
ACTBP9,4.655138308,,1,ACTBP9|ENST00000587663.1,2844,4.39,48.98,11.4,OK,,RPS7P8,1.642520349,2.806662336,4.61
ACTC1,0.020640982,,2,"ACTC1|ENST00000560563.2, ACTC1|ENST00000713608.1",3416,0.02,50.08,8.84,OK,,RSL24D1P8,1.642073523,6.132490328,10.07
ACTE1P,0.064271743,,1,ACTE1P|ENST00000460880.1,5937,0.07,56.3,8.25,OK,,ANKRD20A6P,1.64006048,0.512176234,0.84
ACTG1,1059.884329,,2,"ACTG1|ENST00000681052.1, ACTG1|ENST00000707466.1",4693,1079.97,57.08,10.04,OK,,HLA-V,1.634816593,3.535564799,5.78
ACTG1P1,64.37648907,,1,ACTG1P1|ENST00000415794.1,1080,74.8,54.24,5.52,OK,,PCNPP1,1.634815083,3.608970862,5.9
ACTG1P10,83.06652422,,1,ACTG1P10|ENST00000428275.1,1200,94.18,55.04,6.87,OK,,RPL23P8,1.634717155,297.611118,486.51
ACTG1P11,0,,1,ACTG1P11|ENST00000425411.1,1076,0,54.41,5.32,OK,,SPDYE1,1.634525019,1.040057497,1.7
ACTG1P12,0.011139543,,1,ACTG1P12|ENST00000423183.1,1117,0,54.48,6.6,OK,,RPL37P6,1.63332039,8.430679054,13.77
ACTG1P13,0,,1,ACTG1P13|ENST00000486987.1,994,0,40.56,5.26,OK,,DFFBP1,1.632759161,3.576767559,5.84
ACTG1P14,40.94666623,,1,ACTG1P14|ENST00000446382.2,1073,45.77,57.68,6.33,OK,,CNPY1,1.62783997,0.00614311,0.01
ACTG1P15,0.004845354,,2,"ACTG1P15|ENST00000709475.1, ACTG1P15|ENST00000570019.1",1712,0.01,51.1,7.78,OK,,RPS15AP28,1.625027107,0.012307487,0.02
ACTG1P16,0,,1,ACTG1P16|ENST00000564713.2,1033,0,57.23,5.32,OK,,RPL7L1P12,1.624062657,2.592264518,4.21
ACTG1P17,1.003957398,,1,ACTG1P17|ENST00000558391.1,1070,1.07,56.43,6.13,OK,,BOD1P1,1.623594775,0.381868684,0.62
ACTG1P18,0.151628521,,1,ACTG1P18|ENST00000401561.2,1778,0.17,45.93,10.88,OK,,ALG1L10P,1.623050819,2.181077733,3.54
ACTG1P19,0.003887182,,1,ACTG1P19|ENST00000418987.2,1067,0,56.83,5.83,OK,,BMS1P17,1.622829112,3.339846421,5.42
ACTG1P2,0,,1,ACTG1P2|ENST00000415776.1,1076,0,54.41,5.32,OK,,GOLPH3,1.622291006,112.4089324,182.36
ACTG1P20,122.5263632,,1,ACTG1P20|ENST00000486001.1,774,264.18,61.51,22.4,OK,,PIGBOS1,1.618005586,27.73167188,44.87
ACTG1P21,0.008722657,,1,ACTG1P21|ENST00000431536.1,951,0.01,56.07,6.1,OK,,RPL21P91,1.612704072,0.086810719,0.14
ACTG1P22,7.420045844,,1,ACTG1P22|ENST00000603793.1,2706,7.85,46.16,10.51,OK,,RPS15AP1,1.610895149,153.8026855,247.76
ACTG1P23,14.90716486,,1,ACTG1P23|ENST00000437653.1,1025,17.55,56.67,6.2,OK,,VPS51P6,1.608898178,0.36671059,0.59
ACTG1P24,0.395727337,,1,ACTG1P24|ENST00000423783.1,828,0.33,56.3,5.1,OK,,IGHV3-49,1.608066923,53.13211706,85.44
ACTG1P25,1.483702619,,1,ACTG1P25|ENST00000438944.1,984,1.32,55.84,4.65,OK,,IGKV1OR2-11,1.606703313,0.087134942,0.14
ACTG1P3,4.61885554,,1,ACTG1P3|ENST00000431775.1,1065,4.77,54.26,5.99,OK,,IGKV1OR2-9,1.606703313,0.087134942,0.14
ACTG1P4,1.720123334,,1,ACTG1P4|ENST00000425123.1,1073,1.8,54.08,5.35,OK,,C11orf96,1.606504682,6.118874169,9.83
ACTG1P9,40.56213365,,1,ACTG1P9|ENST00000457622.1,2609,42.85,50.58,10.01,OK,,GADD45A,1.606297167,22.18144981,35.63
ACTG2,15.17679013,,1,ACTG2|ENST00000438902.6,3993,15.68,52.36,8.53,OK,,SPDYE21,1.605938567,1.021209674,1.64
